timestamp,route_id,latitude,longitude,weather,temperature_C,humidity_%,traffic_density,road_type,road_condition,num_lanes,speed_limit,vehicle_count,visibility_km,time_of_day,day_of_week,holiday,past_accidents,population_density,light_condition,risk_level
2023-01-02 12:00:00,726,34.7656,71.87,Sunny,19.6,48,51,Residential,Poor,2,60,273,5.0,Night,Wed,1,7,1016,Dark,Medium
2023-01-02 13:00:00,723,29.9397,89.1316,Snowy,24.5,35,95,Highway,Fair,1,60,256,6.2,Afternoon,Tue,0,3,960,Daylight,Low
2023-01-02 14:00:00,738,36.3342,70.1441,Cloudy,27.2,97,242,Rural,Poor,6,80,191,9.1,Evening,Thu,0,2,1383,Street Light,Medium
2023-01-02 15:00:00,713,20.2615,79.196,Snowy,26.3,77,287,City,Poor,2,60,168,2.3,Morning,Mon,0,4,549,Street Light,High
2023-01-02 16:00:00,655,16.8418,74.4887,Foggy,22.6,74,163,City,Good,3,60,235,7.9,Evening,Wed,0,6,1054,Street Light,Medium
2023-01-02 17:00:00,849,21.9271,78.0118,Snowy,41.1,69,208,City,Poor,3,80,44,8.2,Afternoon,Fri,0,2,1519,Dark,High
2023-01-02 18:00:00,275,13.9762,70.8597,Foggy,19.4,69,28,Highway,Good,6,40,68,5.0,Afternoon,Mon,0,4,321,Dark,Low
2023-01-02 19:00:00,477,35.0447,75.2181,Foggy,17.2,89,229,Rural,Poor,4,40,187,7.6,Afternoon,Mon,0,7,263,Street Light,High
2023-01-02 20:00:00,445,23.7004,68.0894,Cloudy,41.5,38,106,City,Fair,2,60,69,2.0,Night,Tue,0,7,449,Street Light,Medium
2023-01-02 21:00:00,788,18.3621,73.1199,Rainy,9.6,33,234,Residential,Good,4,80,32,6.0,Afternoon,Thu,0,5,1384,Daylight,Medium
2023-01-02 22:00:00,637,36.3488,75.1365,Rainy,21.5,36,156,City,Poor,4,100,164,9.5,Night,Fri,0,8,708,Dark,High
2023-01-02 23:00:00,803,9.4816,89.0973,Cloudy,42.1,77,288,Residential,Fair,3,80,315,6.6,Morning,Tue,1,5,1163,Dark,Medium
2023-01-03 00:00:00,690,36.8628,78.6393,Foggy,23.5,72,170,Residential,Fair,4,40,283,9.4,Evening,Wed,0,2,890,Daylight,Low
2023-01-03 01:00:00,340,16.2046,83.7393,Snowy,9.7,96,120,City,Poor,6,60,60,3.6,Morning,Mon,0,3,854,Daylight,Medium
2023-01-03 02:00:00,858,15.0878,73.9351,Foggy,12.0,85,291,Residential,Good,3,40,197,6.6,Evening,Mon,1,6,1127,Street Light,Medium
2023-01-03 03:00:00,791,21.8155,93.3932,Rainy,26.4,70,53,Highway,Fair,6,80,390,7.7,Morning,Thu,0,7,1989,Street Light,Medium
2023-01-03 04:00:00,641,14.3635,72.6945,Snowy,25.9,38,21,Rural,Poor,1,60,390,3.4,Night,Mon,0,1,1047,Street Light,Medium
2023-01-03 05:00:00,275,26.7336,92.682,Snowy,20.1,36,170,Rural,Good,4,100,125,1.5,Morning,Thu,0,3,1277,Daylight,Medium
2023-01-03 06:00:00,254,21.3189,84.5354,Cloudy,41.9,35,54,Highway,Poor,3,40,157,0.7,Morning,Thu,0,8,1564,Street Light,Medium
2023-01-03 07:00:00,121,9.043,82.6358,Snowy,24.9,36,201,City,Good,4,40,215,7.0,Night,Tue,0,4,238,Street Light,Medium
2023-01-03 08:00:00,285,25.2198,82.7788,Foggy,38.9,69,20,City,Fair,4,100,181,2.6,Evening,Tue,1,4,1115,Dark,Medium
2023-01-03 09:00:00,103,35.5541,95.5752,Rainy,31.8,92,275,Highway,Good,1,80,354,8.3,Morning,Sun,0,9,1187,Street Light,Medium
2023-01-03 10:00:00,925,10.7997,74.7923,Sunny,17.8,30,267,City,Poor,2,40,288,3.8,Evening,Tue,0,6,1330,Daylight,Medium
2023-01-03 11:00:00,681,21.5976,70.5736,Snowy,35.5,78,200,Rural,Fair,1,80,200,9.6,Afternoon,Wed,1,3,1709,Daylight,Medium
2023-01-03 12:00:00,346,35.9153,96.2517,Foggy,37.9,48,161,City,Poor,3,60,103,8.8,Afternoon,Sat,0,7,668,Dark,Medium
2023-01-03 13:00:00,100,30.7464,92.977,Foggy,39.4,94,181,City,Poor,4,80,151,6.2,Morning,Sat,0,1,1224,Dark,High
2023-01-03 14:00:00,648,17.6883,76.6822,Rainy,39.6,41,121,City,Good,1,40,130,5.1,Evening,Thu,0,1,1403,Daylight,Low
2023-01-03 15:00:00,207,22.1583,79.7677,Foggy,28.1,59,107,Highway,Fair,4,60,73,8.2,Morning,Sun,0,8,1961,Dark,Medium
2023-01-03 16:00:00,598,31.8763,79.9881,Foggy,34.2,37,116,Highway,Good,6,40,268,7.1,Morning,Sun,0,7,1774,Daylight,Medium
2023-01-03 17:00:00,915,35.1327,73.1859,Foggy,18.1,34,196,Highway,Fair,4,80,386,7.1,Night,Thu,0,3,631,Street Light,Medium
2023-01-03 18:00:00,393,25.2506,68.2769,Snowy,15.3,81,83,City,Poor,1,60,200,1.8,Night,Fri,0,8,412,Street Light,High
2023-01-03 19:00:00,935,18.941,76.8073,Snowy,18.6,52,38,Rural,Fair,1,60,171,8.1,Evening,Wed,0,7,109,Daylight,Medium
2023-01-03 20:00:00,509,16.9186,95.541,Sunny,39.2,89,274,Rural,Good,1,100,265,9.2,Night,Wed,0,5,827,Dark,Medium
2023-01-03 21:00:00,113,27.1142,83.5002,Rainy,15.1,60,84,Rural,Poor,6,40,61,4.6,Night,Fri,0,0,1654,Daylight,Medium
2023-01-03 22:00:00,165,14.9817,96.6915,Cloudy,39.0,69,35,City,Good,2,60,78,5.1,Morning,Fri,0,3,1136,Daylight,Low
2023-01-03 23:00:00,513,12.4299,89.3448,Snowy,31.8,87,157,Residential,Poor,3,100,73,3.6,Morning,Thu,0,7,449,Dark,High
2023-01-04 00:00:00,811,13.568,73.2801,Cloudy,34.1,42,20,City,Fair,6,60,132,1.4,Morning,Mon,0,4,1579,Daylight,Low
2023-01-04 01:00:00,991,28.9914,85.1804,Snowy,15.9,35,70,Rural,Good,6,40,140,7.4,Afternoon,Thu,0,8,1112,Daylight,Medium
2023-01-04 02:00:00,678,23.3506,80.6078,Cloudy,28.8,70,153,Residential,Good,3,40,81,5.5,Morning,Tue,0,6,1722,Street Light,Low
2023-01-04 03:00:00,498,21.6858,83.8019,Foggy,32.1,93,157,Residential,Good,1,60,263,6.3,Morning,Sat,0,6,1241,Street Light,Medium
2023-01-04 04:00:00,693,19.4109,94.6174,Sunny,20.9,32,104,Residential,Fair,3,40,176,6.6,Night,Tue,0,1,958,Dark,Low
2023-01-04 05:00:00,448,29.7326,84.4892,Snowy,34.0,55,141,Rural,Fair,4,80,213,2.8,Evening,Wed,0,6,651,Street Light,Medium
2023-01-04 06:00:00,171,9.6969,86.9631,Rainy,42.2,79,118,City,Poor,3,100,390,6.3,Morning,Sun,0,6,996,Street Light,High
2023-01-04 07:00:00,607,18.9202,78.4755,Snowy,9.4,37,181,City,Poor,6,100,157,2.4,Night,Tue,0,9,222,Dark,High
2023-01-04 08:00:00,401,11.3888,82.6325,Snowy,32.8,56,34,Residential,Fair,6,40,292,1.1,Morning,Tue,0,2,1152,Daylight,Medium
2023-01-04 09:00:00,466,28.5236,72.0196,Sunny,27.6,38,124,City,Poor,6,80,154,8.1,Night,Thu,1,0,287,Daylight,Low
2023-01-04 10:00:00,476,31.8391,72.1185,Sunny,40.1,34,148,City,Good,1,60,340,9.7,Night,Sat,0,9,830,Dark,Low
2023-01-04 11:00:00,398,35.1037,72.0031,Sunny,16.3,62,245,Highway,Good,2,80,11,3.3,Afternoon,Thu,0,8,1829,Street Light,Medium
2023-01-04 12:00:00,420,27.619,68.3061,Snowy,44.5,41,271,Rural,Fair,3,60,341,2.0,Morning,Thu,1,5,1447,Daylight,High
2023-01-04 13:00:00,639,14.2025,74.1155,Cloudy,24.9,91,242,City,Poor,4,100,254,7.1,Morning,Sun,0,6,1316,Street Light,High
2023-01-04 14:00:00,679,20.5477,69.193,Cloudy,44.2,94,131,City,Poor,6,100,166,1.8,Morning,Fri,0,0,687,Daylight,Medium
2023-01-04 15:00:00,141,18.8576,91.6038,Cloudy,10.1,46,69,City,Fair,6,40,321,7.9,Morning,Wed,0,4,1330,Daylight,Low
2023-01-04 16:00:00,847,17.2996,86.8636,Foggy,20.7,50,101,Highway,Poor,3,40,153,3.6,Afternoon,Tue,0,3,1994,Street Light,Medium
2023-01-04 17:00:00,417,10.253,86.8332,Rainy,10.4,73,87,City,Poor,1,60,254,6.2,Night,Mon,0,1,1011,Daylight,Medium
2023-01-04 18:00:00,905,32.8717,75.4472,Foggy,31.0,48,264,City,Fair,4,40,79,3.3,Evening,Fri,1,9,1960,Dark,Medium
2023-01-04 19:00:00,877,20.4044,86.4445,Rainy,5.5,44,43,City,Fair,6,80,279,4.2,Afternoon,Tue,0,9,1136,Dark,Medium
2023-01-04 20:00:00,388,17.0853,82.1807,Cloudy,7.9,78,65,Highway,Poor,4,100,206,6.7,Morning,Sat,1,5,116,Daylight,Medium
2023-01-04 21:00:00,643,10.8773,83.6069,Snowy,19.9,63,191,Highway,Good,1,80,372,6.2,Morning,Mon,0,3,729,Daylight,Medium
2023-01-04 22:00:00,872,24.4615,69.1253,Rainy,19.2,43,72,City,Good,6,80,68,9.5,Night,Sat,1,1,1408,Street Light,Low
2023-01-04 23:00:00,562,9.2632,88.1117,Cloudy,23.0,40,49,Rural,Fair,3,80,89,7.3,Morning,Thu,0,0,1395,Daylight,Low
2023-01-05 00:00:00,715,9.8234,77.288,Snowy,6.2,76,180,Highway,Good,6,80,353,1.5,Evening,Mon,0,2,1572,Dark,Medium
2023-01-05 01:00:00,938,17.7683,76.7525,Rainy,14.9,69,114,Residential,Fair,6,100,124,8.2,Morning,Sat,0,0,694,Dark,Medium
2023-01-05 02:00:00,309,9.9334,72.7834,Snowy,22.5,80,288,Rural,Good,3,60,212,5.9,Evening,Fri,0,9,1498,Daylight,Medium
2023-01-05 03:00:00,292,12.3376,92.6866,Foggy,6.6,94,130,Rural,Good,2,80,323,10.0,Afternoon,Wed,0,5,900,Street Light,Medium
2023-01-05 04:00:00,481,23.1058,78.7789,Rainy,7.6,42,247,Rural,Poor,1,40,116,7.3,Afternoon,Wed,0,6,356,Daylight,High
2023-01-05 05:00:00,742,16.6638,75.1372,Cloudy,13.0,98,121,Rural,Poor,3,60,270,7.6,Night,Fri,0,4,824,Dark,Low
2023-01-05 06:00:00,376,13.3869,68.0656,Rainy,32.6,80,93,Residential,Fair,3,100,387,5.7,Evening,Fri,0,9,629,Daylight,Medium
2023-01-05 07:00:00,869,23.3058,85.4377,Sunny,38.3,74,164,Rural,Poor,1,100,183,2.1,Afternoon,Mon,0,2,381,Daylight,Medium
2023-01-05 08:00:00,682,28.9201,70.7252,Cloudy,5.2,61,237,Residential,Poor,4,100,144,6.7,Evening,Sun,0,9,163,Street Light,High
2023-01-05 09:00:00,372,16.2041,90.0163,Snowy,33.0,33,54,Rural,Fair,4,40,77,2.4,Morning,Fri,0,5,1832,Daylight,Medium
2023-01-05 10:00:00,208,25.8237,73.8328,Rainy,29.2,45,261,Highway,Good,6,100,30,5.7,Night,Sun,0,1,1365,Street Light,Medium
2023-01-05 11:00:00,755,19.3471,71.3133,Cloudy,37.2,72,112,Highway,Poor,3,80,71,8.1,Evening,Wed,0,9,1130,Street Light,Medium
2023-01-05 12:00:00,881,9.4778,85.0402,Cloudy,42.0,94,90,City,Good,3,100,63,5.7,Night,Sat,0,9,629,Street Light,Low
2023-01-05 13:00:00,791,31.1537,92.9463,Cloudy,10.7,52,96,Highway,Fair,1,80,277,1.2,Afternoon,Thu,0,6,1800,Dark,Medium
2023-01-05 14:00:00,984,22.9108,90.0116,Rainy,23.2,76,82,Highway,Fair,4,60,236,5.2,Afternoon,Mon,0,2,188,Daylight,Low
2023-01-05 15:00:00,484,32.5178,94.008,Sunny,44.7,82,95,City,Fair,6,40,242,7.9,Afternoon,Thu,0,6,206,Street Light,Low
2023-01-05 16:00:00,630,29.719,92.588,Sunny,40.0,94,295,Highway,Fair,1,80,111,1.6,Evening,Wed,0,0,296,Street Light,Medium
2023-01-05 17:00:00,798,35.5994,85.9859,Cloudy,31.9,78,139,Residential,Fair,3,40,33,2.9,Evening,Mon,1,3,1275,Dark,Low
2023-01-05 18:00:00,890,35.3379,80.2797,Cloudy,38.7,60,66,Rural,Fair,2,60,182,4.5,Night,Tue,0,6,573,Daylight,Low
2023-01-05 19:00:00,144,8.173,68.7797,Cloudy,24.0,84,51,City,Good,3,40,374,6.5,Evening,Thu,0,3,1471,Street Light,Low
2023-01-05 20:00:00,861,22.8976,88.1404,Cloudy,36.0,97,34,City,Good,4,100,261,9.6,Morning,Mon,0,9,1405,Daylight,Low
2023-01-05 21:00:00,714,31.5578,93.8604,Sunny,36.3,85,260,Rural,Good,6,60,368,4.1,Morning,Mon,0,9,1745,Daylight,Medium
2023-01-05 22:00:00,756,9.581,93.1289,Rainy,13.0,95,213,City,Fair,4,40,387,5.6,Night,Sun,0,2,825,Daylight,Medium
2023-01-05 23:00:00,221,34.3518,93.6259,Foggy,38.5,80,94,Highway,Poor,4,80,86,5.9,Afternoon,Mon,1,5,1224,Street Light,Medium
2023-01-06 00:00:00,964,22.4042,85.1411,Foggy,29.2,88,137,Highway,Fair,2,100,36,1.8,Evening,Fri,0,6,1908,Daylight,High
2023-01-06 01:00:00,886,27.681,78.4172,Snowy,38.7,36,286,Highway,Good,2,100,102,4.1,Morning,Mon,0,5,178,Dark,High
2023-01-06 02:00:00,126,25.0525,80.0796,Rainy,27.6,74,234,City,Good,6,80,147,6.4,Morning,Sat,0,2,957,Daylight,Medium
2023-01-06 03:00:00,698,15.5212,85.6846,Sunny,21.2,80,247,Rural,Good,4,60,274,4.6,Afternoon,Fri,0,3,882,Street Light,Low
2023-01-06 04:00:00,321,27.3566,84.0254,Cloudy,22.1,54,297,Highway,Fair,1,60,272,1.2,Afternoon,Wed,1,6,257,Dark,Medium
2023-01-06 05:00:00,541,12.0129,85.7843,Cloudy,32.8,68,201,City,Fair,3,40,289,8.3,Morning,Thu,0,7,1962,Daylight,Medium
2023-01-06 06:00:00,975,28.3061,96.7091,Rainy,17.7,92,158,Highway,Poor,6,60,67,3.2,Night,Fri,0,9,1913,Dark,Medium
2023-01-06 07:00:00,486,20.4316,75.9009,Cloudy,34.0,63,190,Highway,Good,4,100,15,6.1,Evening,Sun,0,1,173,Street Light,Medium
2023-01-06 08:00:00,844,24.0924,74.3689,Cloudy,27.1,62,137,Highway,Poor,6,40,100,8.1,Night,Wed,0,3,840,Street Light,Low
2023-01-06 09:00:00,178,21.0564,77.0098,Cloudy,8.3,75,246,Rural,Poor,4,60,190,1.4,Morning,Thu,0,5,290,Dark,High
2023-01-06 10:00:00,526,34.1142,88.9137,Snowy,29.5,33,224,Residential,Good,4,80,237,9.2,Night,Fri,0,2,1005,Daylight,Medium
2023-01-06 11:00:00,637,11.3318,68.9813,Foggy,10.6,87,113,City,Poor,3,80,64,8.4,Morning,Sun,0,5,744,Dark,Medium
2023-01-06 12:00:00,849,30.9589,78.2905,Foggy,34.5,83,34,Highway,Poor,2,100,18,9.4,Evening,Sun,0,2,1135,Street Light,Medium
2023-01-06 13:00:00,209,18.6801,76.5727,Snowy,15.0,69,204,Highway,Good,3,40,74,1.1,Evening,Wed,0,9,589,Street Light,High
2023-01-06 14:00:00,566,20.5058,77.9648,Snowy,21.4,67,265,City,Fair,1,100,389,4.2,Morning,Sat,1,5,1567,Daylight,High
2023-01-06 15:00:00,320,35.991,74.4289,Rainy,43.5,95,87,Highway,Poor,6,40,355,5.5,Afternoon,Fri,0,1,566,Dark,Medium
2023-01-06 16:00:00,120,35.7434,87.691,Rainy,8.9,45,261,Highway,Fair,2,60,307,6.2,Evening,Fri,0,1,1410,Street Light,Medium
2023-01-06 17:00:00,388,25.0823,94.3242,Cloudy,44.8,98,83,Residential,Fair,4,40,75,8.3,Morning,Fri,0,5,607,Dark,Low
2023-01-06 18:00:00,191,13.4244,85.1737,Sunny,11.3,88,241,Residential,Good,3,40,38,1.7,Afternoon,Fri,0,3,538,Dark,Medium
2023-01-06 19:00:00,446,33.8246,85.0591,Rainy,15.3,47,166,City,Poor,3,40,172,3.2,Morning,Thu,0,2,160,Dark,Medium
2023-01-06 20:00:00,673,27.8275,90.4121,Sunny,10.1,51,92,Rural,Good,3,40,196,7.2,Evening,Thu,1,8,449,Daylight,Low
2023-01-06 21:00:00,583,23.7747,90.7439,Sunny,27.1,95,78,Rural,Poor,6,80,369,9.9,Evening,Fri,0,3,898,Dark,Low
2023-01-06 22:00:00,717,13.1931,70.0635,Sunny,10.1,50,27,Highway,Good,3,40,177,4.0,Night,Fri,0,0,1784,Street Light,Low
2023-01-06 23:00:00,675,10.6775,68.0013,Snowy,11.6,96,116,Residential,Good,6,40,57,9.7,Afternoon,Sun,1,7,152,Daylight,Medium
2023-01-07 00:00:00,461,28.4484,94.364,Cloudy,44.7,59,254,City,Poor,6,60,260,9.8,Night,Sat,0,7,667,Street Light,Medium
2023-01-07 01:00:00,508,23.8196,90.2778,Snowy,16.7,38,220,City,Fair,4,80,255,9.8,Evening,Wed,0,8,925,Street Light,Medium
2023-01-07 02:00:00,149,27.0079,87.8879,Cloudy,28.0,59,52,Residential,Fair,4,80,35,6.0,Afternoon,Sat,0,7,1691,Daylight,Low
2023-01-07 03:00:00,986,15.2186,74.2956,Snowy,19.5,91,141,City,Fair,3,100,240,4.0,Afternoon,Thu,0,6,853,Dark,Medium
2023-01-07 04:00:00,916,26.6121,69.853,Sunny,44.7,68,249,Rural,Poor,1,60,138,9.4,Morning,Sun,0,2,137,Dark,Medium
2023-01-07 05:00:00,722,29.5455,81.4278,Rainy,36.8,56,274,Rural,Good,2,40,339,1.2,Evening,Sat,0,3,395,Dark,High
2023-01-07 06:00:00,373,20.8827,88.6044,Rainy,14.9,60,288,Highway,Poor,4,40,65,8.4,Afternoon,Mon,0,9,1330,Daylight,High
2023-01-07 07:00:00,387,13.9041,76.0399,Snowy,14.0,41,149,Rural,Good,3,100,314,7.1,Afternoon,Wed,1,1,1219,Daylight,Medium
2023-01-07 08:00:00,268,15.2009,96.1547,Snowy,10.1,54,116,City,Good,4,40,221,3.3,Evening,Sat,0,3,1326,Street Light,Low
2023-01-07 09:00:00,169,16.1722,75.4774,Foggy,24.0,98,85,Residential,Fair,6,100,269,1.5,Night,Fri,0,7,281,Daylight,High
2023-01-07 10:00:00,440,27.684,86.9045,Foggy,21.9,63,66,Highway,Poor,6,40,348,1.0,Afternoon,Tue,0,3,961,Street Light,High
2023-01-07 11:00:00,843,35.3259,79.4769,Foggy,17.1,88,187,Highway,Fair,2,60,40,6.7,Morning,Sat,0,2,1498,Dark,Medium
2023-01-07 12:00:00,664,28.9639,83.4533,Foggy,6.9,65,126,Residential,Poor,4,100,156,6.7,Morning,Sun,0,2,1427,Daylight,Medium
2023-01-07 13:00:00,798,25.1915,94.8265,Cloudy,30.0,80,196,Residential,Good,2,80,178,5.7,Night,Fri,0,5,1014,Daylight,Medium
2023-01-07 14:00:00,801,32.274,69.6591,Snowy,23.2,76,47,Residential,Poor,6,60,352,6.6,Night,Mon,0,1,864,Dark,Medium
2023-01-07 15:00:00,779,28.6875,76.7923,Sunny,35.0,47,73,City,Good,4,60,251,0.9,Morning,Thu,1,1,1910,Street Light,Low
2023-01-07 16:00:00,497,17.6667,80.472,Snowy,41.0,41,67,Residential,Poor,6,100,75,4.1,Night,Sat,0,4,485,Street Light,Medium
2023-01-07 17:00:00,485,30.7928,79.6609,Snowy,39.2,62,280,Residential,Fair,6,80,70,6.1,Evening,Sun,0,3,808,Street Light,Medium
2023-01-07 18:00:00,821,36.8671,85.4906,Foggy,7.1,49,202,Highway,Poor,6,40,173,3.0,Night,Sat,0,7,1549,Street Light,High
2023-01-07 19:00:00,221,21.8515,79.1099,Rainy,44.9,64,244,Rural,Poor,2,40,369,2.7,Morning,Fri,0,2,254,Daylight,High
2023-01-07 20:00:00,825,36.5145,87.8021,Sunny,43.9,63,156,Rural,Fair,4,80,155,8.7,Morning,Sun,0,1,1381,Dark,Low
2023-01-07 21:00:00,407,29.8815,78.4772,Sunny,35.7,81,167,City,Fair,4,100,289,5.7,Night,Fri,0,7,711,Daylight,Low
2023-01-07 22:00:00,778,10.5813,78.4515,Foggy,40.7,32,32,Residential,Poor,1,40,295,4.3,Night,Fri,0,4,1295,Dark,Medium
2023-01-07 23:00:00,543,36.1782,76.8011,Rainy,15.3,37,101,Residential,Fair,2,60,355,3.2,Afternoon,Sun,0,2,1270,Dark,Low
2023-01-08 00:00:00,718,16.9959,71.3139,Sunny,31.2,60,30,City,Good,3,40,149,5.0,Afternoon,Thu,0,9,1985,Dark,Low
2023-01-08 01:00:00,678,31.0251,76.4102,Snowy,6.3,61,296,Rural,Fair,1,100,291,6.8,Morning,Wed,0,8,564,Dark,High
2023-01-08 02:00:00,394,16.719,85.6042,Foggy,34.0,43,217,Residential,Good,2,60,286,2.8,Night,Sat,0,7,1560,Dark,High
2023-01-08 03:00:00,172,14.8463,89.452,Sunny,41.7,36,289,City,Poor,3,60,398,9.6,Evening,Thu,0,4,941,Street Light,Medium
2023-01-08 04:00:00,820,17.6822,90.0488,Sunny,26.0,70,85,City,Poor,1,100,384,6.3,Evening,Sat,0,5,1801,Dark,Medium
2023-01-08 05:00:00,854,35.1317,81.1069,Sunny,29.7,53,82,Highway,Good,6,60,247,8.3,Evening,Fri,1,3,915,Street Light,Low
2023-01-08 06:00:00,859,11.7465,91.207,Sunny,7.6,54,282,City,Fair,4,100,328,6.7,Night,Tue,0,2,808,Daylight,Medium
2023-01-08 07:00:00,904,10.1048,68.7836,Foggy,32.2,43,94,Highway,Good,1,100,188,1.7,Morning,Thu,0,0,904,Daylight,Medium
2023-01-08 08:00:00,895,32.3948,91.0562,Rainy,41.3,32,70,Highway,Good,3,60,21,3.8,Evening,Thu,0,0,1951,Street Light,Low
